,currency,description,displaySymbol,figi,mic,symbol,type
613,CNY,3PEAK INC-A,688536.SS,BBG00TCNVC01,XSHG,688536.SS,Common Stock
614,CNY,SHANGHAI DZH LTD-A,601519.SS,BBG001BQGNL6,XSHG,601519.SS,Common Stock
615,CNY,NINGBO JOYSON ELECTRONIC  -A,600699.SS,BBG000BG3CP4,XSHG,600699.SS,Common Stock
616,CNY,JING-JIN ELECTRIC TECHNOLO-A,0564572D.SS,BBG00VPCMS92,XSHG,0564572D.SS,Common Stock
617,CNY,PANDA FINANCIAL HOLDING CO-A,600599.SS,BBG000C6MRP1,XSHG,600599.SS,Common Stock
618,CNY,ROPEOK TECHNOLOGY GROUP CO-A,1801845D.SS,BBG00TWSHGT4,XSHG,1801845D.SS,Common Stock
619,CNY,ZHEJIANG GUANGSHA CO LTD-A,600052.SS,BBG000BS4P14,XSHG,600052.SS,Common Stock
620,CNY,HFT SSE 10Y LOCAL T-BOND ETF,511270.SS,BBG00LC0KZ09,XSHG,511270.SS,ETP
621,CNY,HMT XIAMEN NEW TECHNICAL M-A,603306.SS,BBG006L3HDZ1,XSHG,603306.SS,Common Stock
622,CNY,SHANGHAI BAILIAN GROUP CO-A,600827.SS,BBG000BG5QH0,XSHG,600827.SS,Common Stock
623,CNY,SICHUAN HUATI LIGHTING TECHN,603679.SS,BBG009K9V600,XSHG,603679.SS,Common Stock
624,CNY,ANHUI GUANGXIN AGROCHEMICA-A,603599.SS,BBG0027FDWJ9,XSHG,603599.SS,Common Stock
625,CNY,SHAANXI HEIMAO COKING CO-A,601015.SS,BBG006FYHMD4,XSHG,601015.SS,Common Stock
626,CNY,TIANFENG SECURITIES CO LTD-A,601162.SS,BBG00GBRLLY5,XSHG,601162.SS,Common Stock
627,CNY,ZHEJIANG ZOMAX AUTO TRANSM-A,603767.SS,BBG00BGK3K87,XSHG,603767.SS,Common Stock
628,CNY,ANJI FOODSTUFF CO LTD-A,603696.SS,BBG006F4CR08,XSHG,603696.SS,Common Stock
629,CNY,SHANGHAI SINOTEC CO LTD-A,603121.SS,BBG00H5KS1L6,XSHG,603121.SS,Common Stock
630,CNY,BANK OF HANGZHOU CO LTD-A,600926.SS,BBG006R65132,XSHG,600926.SS,Common Stock
631,CNY,QINGDAO TOPSCOMM COMMUNICA-A,603421.SS,BBG006G0S8J0,XSHG,603421.SS,Common Stock
632,CNY,HUAFENG POWER CO LTD-A,605100.SS,BBG00NWK2PC8,XSHG,605100.SS,Common Stock
633,CNY,A-ZENITH HOME FURNISHINGS-A,603389.SS,BBG006D0BTS5,XSHG,603389.SS,Common Stock
634,CNY,FUJIAN FURI ELECTRONICS-A,600203.SS,BBG000BVVRD0,XSHG,600203.SS,Common Stock
635,CNY,JILIN YATAI GROUP CO LTD-A,600881.SS,BBG000BDP9W6,XSHG,600881.SS,Common Stock
636,CNY,ZSHJ PHOENIX ACT 50 ETF,512190.SS,BBG00PQ47TW1,XSHG,512190.SS,ETP
637,CNY,AA INDUSTRIAL BELTING SH-A,603580.SS,BBG008F6L1F0,XSHG,603580.SS,Common Stock
638,CNY,GUANGDONG WENCAN DIE CASTI-A,603348.SS,BBG00CTV1H22,XSHG,603348.SS,Common Stock
639,CNY,SSE 10Y T-BOND ETF,511260.SS,BBG00HJ2QG94,XSHG,511260.SS,ETP
640,CNY,PA CHBD MHGSEEBI ETF FD,511030.SS,BBG00MSJ4TX5,XSHG,511030.SS,ETP
641,CNY,ANHUI SUN-CREATE ELECTRONI-A,600990.SS,BBG000P2BBJ0,XSHG,600990.SS,Common Stock
642,CNY,IGW MSCI CHNAS GUOJITONG ETF,512280.SS,BBG00KMVBHT1,XSHG,512280.SS,ETP
643,CNY,SHANGHAI GREENCOURT INVEST-A,600695.SS,BBG000BG3579,XSHG,600695.SS,Common Stock
644,CNY,QINGDAO CITYMEDIA CO LTD-A,600229.SS,BBG000CF6NX9,XSHG,600229.SS,Common Stock
645,CNY,ZHEJIANG XINAN CHEMICAL-A,600596.SS,BBG000K65686,XSHG,600596.SS,Common Stock
646,CNY,FUJIAN AONONG BIOLOGICAL T-A,603363.SS,BBG00D0M0065,XSHG,603363.SS,Common Stock
647,CNY,NINGBO ZHONGBAI CO LTD -A,600857.SS,BBG000BKBMJ1,XSHG,600857.SS,Common Stock
648,CNY,JIANGXI HONGCHENG WATERWOR-A,600461.SS,BBG000PT3DV2,XSHG,600461.SS,Common Stock
649,CNY,SHANGHAI GOLDEN UNION BUSI-A,603682.SS,BBG006PT8PV7,XSHG,603682.SS,Common Stock
650,CNY,CNOOC ENERGY TECHNOLOGY & -A,600968.SS,BBG00D8K8Z02,XSHG,600968.SS,Common Stock
651,CNY,SDIC POWER HOLDINGS CO LTD-A,600886.SS,BBG000G3DQK1,XSHG,600886.SS,Common Stock
652,CNY,ANHUI HUAHENG BIOTECHNOLOG-A,1277145D.SS,BBG00D709CR8,XSHG,1277145D.SS,Common Stock
653,CNY,BEIJING HANJIAN HESHAN PIP-A,603616.SS,BBG006JK2KG7,XSHG,603616.SS,Common Stock
654,CNY,BEKEN CORP-A,603068.SS,BBG00HZCSFH5,XSHG,603068.SS,Common Stock
655,CNY,SHANXI COAL INTERNATIONAL -A,600546.SS,BBG000PV6SR6,XSHG,600546.SS,Common Stock
656,CNY,SHANGHAI ZHANGJIANG HIGH-A,600895.SS,BBG000GLNXP0,XSHG,600895.SS,Common Stock
657,USD,HUNAN TYEN MACHINERY CO LT-B,900946.SS,BBG000BN1GF3,XSHG,900946.SS,Common Stock
658,CNY,JINNENG SCIENCE&TECHNOLOGY-A,603113.SS,BBG009BKBHC0,XSHG,603113.SS,Common Stock
659,CNY,XIAMEN LEADING OPTICS CO L-A,605118.SS,BBG00P4N1276,XSHG,605118.SS,Common Stock
660,CNY,GTJA-A CSI SEMI-CNDCTR ETF,512480.SS,BBG00P3B3DT3,XSHG,512480.SS,ETP
661,CNY,SHANGHAI FILM CO LTD -A,601595.SS,BBG006D0BVV6,XSHG,601595.SS,Common Stock
662,CNY,ESSENCE INFORMATION TECHNO-A,688555.SS,BBG00PG4NF09,XSHG,688555.SS,Common Stock
663,CNY,ATA ONLINE BEIJING EDUCATI-A,1478508D.SS,BBG00MZ2ST40,XSHG,1478508D.SS,Common Stock
664,CNY,ENN NATURAL GAS CO LTD-A,600803.SS,BBG000BG5HG1,XSHG,600803.SS,Common Stock
665,CNY,CHINA ZHESHANG BANK CO LTD-A,601916.SS,BBG00J6KDXN5,XSHG,601916.SS,Common Stock
666,CNY,ZHEJIANG JIANFENG GROUP-A,600668.SS,BBG000BG05W4,XSHG,600668.SS,Common Stock
667,CNY,JIANGSU ZHENJIANG NEW ENERGY,603507.SS,BBG00D70FJM1,XSHG,603507.SS,Common Stock
668,CNY,BANK OF CHINA LTD-A,601988.SS,BBG000BB5SY8,XSHG,601988.SS,Common Stock
669,CNY,HPB MSCI CHINA GUOJITONG ETF,512520.SS,BBG00KMZ17W1,XSHG,512520.SS,ETP
670,CNY,CHONGQING GANGJIU CO LTD-A,600279.SS,BBG000C112P0,XSHG,600279.SS,Common Stock
671,CNY,BEIJING TRAFFIC CONTROL TE-A,688015.SS,BBG00NRW8386,XSHG,688015.SS,Common Stock
672,CNY,HANGZHOU SILAN MICROELECTR-A,600460.SS,BBG000CJ0QS6,XSHG,600460.SS,Common Stock
673,CNY,ZHEJIANG GOLDEN EAGLE CO-A,600232.SS,BBG000BWHQJ0,XSHG,600232.SS,Common Stock
674,CNY,GUILIN FUDA CO LTD-A,603166.SS,BBG002W7M1Q9,XSHG,603166.SS,Common Stock
675,CNY,COSCO SHIPPING HOLDINGS CO-A,601919.SS,BBG000PR7QR8,XSHG,601919.SS,Common Stock
676,CNY,SHANGHAI FRIENDESS ELECTRO-A,688188.SS,BBG00NVCWM40,XSHG,688188.SS,Common Stock
677,CNY,CHONGQQING SIFANG NEW MATE-A,HJBGSZ.SS,BBG00PK1Z787,XSHG,HJBGSZ.SS,Common Stock
678,CNY,HUBEI HARVIN GROUP CHEMICA-A,1688881D.SS,BBG00MZ2QZX6,XSHG,1688881D.SS,Common Stock
679,CNY,CHINA LIFE AMP CSI 500 ETF,510560.SS,BBG009CT5PW7,XSHG,510560.SS,ETP
680,CNY,CHONGQING CHUANYI AUTOMATI-A,603100.SS,BBG0035C65X7,XSHG,603100.SS,Common Stock
681,CNY,FUJIAN QINGSHAN PAPER INDS-A,600103.SS,BBG000BXBRP5,XSHG,600103.SS,Common Stock
682,CNY,BESTSUN ENERGY CO LTD-A,600681.SS,BBG000BG2LP5,XSHG,600681.SS,Common Stock
683,CNY,NINGBO BOWAY ALLOY MATERIA-A,601137.SS,BBG001BGH527,XSHG,601137.SS,Common Stock
684,CNY,EARTH-PANDA ADVANCED MAGNE-A,688077.SS,BBG00GVW6565,XSHG,688077.SS,Common Stock
685,CNY,FUJIAN FUNENG CO LTD-A,600483.SS,BBG000K42MM3,XSHG,600483.SS,Common Stock
686,CNY,E FUND CSI MILITARY INDU ETF,512560.SS,BBG00H615LZ3,XSHG,512560.SS,ETP
687,CNY,QIANHE CONDIMENT AND FOOD-A,603027.SS,BBG006LJ4KS2,XSHG,603027.SS,Common Stock
688,CNY,HANGZHOU RAYCLOUD TECHNOLO-A,688365.SS,BBG00PF59LB8,XSHG,688365.SS,Common Stock
689,CNY,QINHUANGDAO PORT CO LTD-A,601326.SS,BBG0035C61X6,XSHG,601326.SS,Common Stock
690,CNY,JDM JINGDA MACHINE NINGBO -A,603088.SS,BBG002WTM323,XSHG,603088.SS,Common Stock
691,CNY,BROS EASTERN CO LTD-A,601339.SS,BBG002B7PVY4,XSHG,601339.SS,Common Stock
692,CNY,FU JIAN ANJOY FOODS CO LTD-A,603345.SS,BBG006PT8P65,XSHG,603345.SS,Common Stock
693,CNY,HUATAI-PB SSE DIVIDEND ETF,510880.SS,BBG000HTN9C9,XSHG,510880.SS,ETP
694,CNY,SHANDONG DONGHONG PIPE IND-A,603856.SS,BBG009K9V8X0,XSHG,603856.SS,Common Stock
695,CNY,ASIAN STAR ANCHOR CHAIN-A,601890.SS,BBG0019Z3275,XSHG,601890.SS,Common Stock
696,CNY,SHANGHAI TAIHE WATER ENVIR-A,1727705D.SS,BBG00PK9FV89,XSHG,1727705D.SS,Common Stock
697,CNY,CHENGDU B-RAY MEDIA CO LTD-A,600880.SS,BBG000FSV8K7,XSHG,600880.SS,Common Stock
698,CNY,HENAN ORIENTAL SILVER STAR-A,600753.SS,BBG000HG9BF5,XSHG,600753.SS,Common Stock
699,CNY,ZHEJIANG GONGDONG MEDICAL-A,605369.SS,BBG00PDLBHH5,XSHG,605369.SS,Common Stock
700,CNY,SHANGHAI WONDERTEK SOFTWAR-A,603189.SS,BBG006G5BZ25,XSHG,603189.SS,Common Stock
701,CNY,ICBC MSCI CN-A ETF,512320.SS,BBG00VDT8V51,XSHG,512320.SS,ETP
702,CNY,TAIKANG CSI 500 ETF,515530.SS,BBG00X8Q29V5,XSHG,515530.SS,ETP
703,CNY,QINGDAO HUIJINTONG POWER E-A,603577.SS,BBG0079Z6TD3,XSHG,603577.SS,Common Stock
704,CNY,BRIGHT REAL ESTATE GROUP-A,600708.SS,BBG000GV4N26,XSHG,600708.SS,Common Stock
705,CNY,ZHEJIANG JIANYE CHEMICAL C-A,603948.SS,BBG00MBYYS23,XSHG,603948.SS,Common Stock
706,USD,SHANGHAI MATERIAL TRADING-B,900927.SS,BBG000BK5SD1,XSHG,900927.SS,Common Stock
707,CNY,ZHUZHOU CSR TIMES ELECT-DO-A,0122232D.SS,BBG00YQ8R2G8,XSHG,0122232D.SS,Common Stock
708,CNY,ZHONGJIN GOLD CORP-A,600489.SS,BBG000FSC8T9,XSHG,600489.SS,Common Stock
709,USD,SHANGHAI HAIXIN GROUP CO-B,900917.SS,BBG000BFVC84,XSHG,900917.SS,Common Stock
710,CNY,SHENZHEN GEOWAY CO LTD-A,600462.SS,BBG000PY48G8,XSHG,600462.SS,Common Stock
711,CNY,LUOYANG JIANLONG MICRO-NAN-A,688357.SS,BBG00P2XGT08,XSHG,688357.SS,Common Stock
712,CNY,ZHEJIANG JIAAO ENPROTECH S-A,603822.SS,BBG006MJLXS4,XSHG,603822.SS,Common Stock
713,CNY,SHANGHAI HUIDE SCIENCE & T-A,603192.SS,BBG00H5KVQ82,XSHG,603192.SS,Common Stock
714,CNY,ZHEJIANG SHANXI WATER CONS-A,0387810D.SS,BBG00VHGRDX3,XSHG,0387810D.SS,Common Stock
715,CNY,COSCO SHIPPING SPECIALIZED-A,600428.SS,BBG000F32833,XSHG,600428.SS,Common Stock
716,CNY,LONGI GREEN ENERGY TECHNOL-A,601012.SS,BBG001Y2WZG5,XSHG,601012.SS,Common Stock
717,CNY,BESTTONE HOLDINGS CO LTD-A,600640.SS,BBG000BFYTW7,XSHG,600640.SS,Common Stock
718,CNY,SHANGHAI SHIFANG ECOLOGY &-A,1813412D.SS,BBG00VXQW6X2,XSHG,1813412D.SS,Common Stock
719,CNY,ANHUI TONGYUAN ENVIRONMENT-A,688679.SS,BBG00TYGTXV5,XSHG,688679.SS,Common Stock
720,CNY,CSSC OFFSHORE AND MARINE E-A,600685.SS,BBG000BJJR14,XSHG,600685.SS,Common Stock
721,CNY,SHENZHEN LIFOTRONIC TECHNO-A,688389.SS,BBG00NWVJQW2,XSHG,688389.SS,Common Stock
722,CNY,BANK OF CHONGQING CO LTD-A,601963.SS,BBG00L7LWYT8,XSHG,601963.SS,Common Stock
723,CNY,SHANGHAI BAOLONG AUTOMOTIV-A,603197.SS,BBG009CK74V2,XSHG,603197.SS,Common Stock
724,CNY,ZHEJIANG EAST-ASIA PHARMAC-A,605177.SS,BBG00PGD8PW9,XSHG,605177.SS,Common Stock
725,CNY,INDUSTRIAL BANK CO LTD -A,601166.SS,BBG000BDVGQ0,XSHG,601166.SS,Common Stock
726,CNY,FULLGOAL CSI 800 ETF,515820.SS,BBG00TJDSD62,XSHG,515820.SS,ETP
727,CNY,SINOLINK SECURITIES CO LTD-A,600109.SS,BBG000BYFSD0,XSHG,600109.SS,Common Stock
728,CNY,SHANGHAI HOLYSTAR INFORMAT-A,688330.SS,BBG00SS0VSZ3,XSHG,688330.SS,Common Stock
729,CNY,SHANGHAI PUDONG DEVEL BANK-A,600000.SS,BBG000C4M7L4,XSHG,600000.SS,Common Stock
730,CNY,TBEA CO LTD-A,600089.SS,BBG000BWQ7W7,XSHG,600089.SS,Common Stock
731,CNY,METRO LAND CORP LTD -A,600683.SS,BBG000BG2PQ5,XSHG,600683.SS,Common Stock
732,CNY,LAOBAIXING PHARMACY CHAIN-A,603883.SS,BBG006FB0291,XSHG,603883.SS,Common Stock
733,CNY,ASIA CUANON TECHNOLOGY SHA-A,603378.SS,BBG008CRHJG2,XSHG,603378.SS,Common Stock
734,CNY,SHANGHAI TITAN SCIENTIFIC -A,688133.SS,BBG00NW4TM41,XSHG,688133.SS,Common Stock
735,CNY,XINJIANG LACHAPELLE FASHIO-A,603157.SS,BBG009ND3LK4,XSHG,603157.SS,Common Stock
736,CNY,XINJIANG TIANRUN DAIRY CO-A,600419.SS,BBG000C1F1M0,XSHG,600419.SS,Common Stock
737,CNY,JIANGSU JIANGNAN WATER CO-A,601199.SS,BBG001F59MZ3,XSHG,601199.SS,Common Stock
738,USD,INNER MONGOLIA YITAI COAL-B,900948.SS,BBG000BYJ1X3,XSHG,900948.SS,Common Stock
739,CNY,CHINA MARINE INFORMATION I-A,600764.SS,BBG000HNJ5B6,XSHG,600764.SS,Common Stock
740,CNY,SHANGHAI ATHUB CO LTD-A,603881.SS,BBG007QRXHP5,XSHG,603881.SS,Common Stock
741,CNY,ANHUI GOLDEN SEED WINERY-A,600199.SS,BBG000BC3015,XSHG,600199.SS,Common Stock
742,CNY,GANSU JIU STEEL GROUP HONG-A,600307.SS,BBG000F1H8G7,XSHG,600307.SS,Common Stock
743,CNY,NINGBO DAYE GARDEN INDUSTR-A,ZBATPZ.SS,BBG00VXYWXW7,XSHG,ZBATPZ.SS,Common Stock
744,CNY,GUANGDONG LEARY NEW MATERI-A,1808269D.SS,BBG00VHVMT15,XSHG,1808269D.SS,Common Stock
745,CNY,ARCPLUS GROUP PLC-A,600629.SS,BBG000BFYCM5,XSHG,600629.SS,Common Stock
746,CNY,HENAN LINGRUI PHARMACEUTIC-A,600285.SS,BBG000CHFCC2,XSHG,600285.SS,Common Stock
747,CNY,ZHEJIANG ZHENENG ELECTRIC-A,600023.SS,BBG005Q2DYN1,XSHG,600023.SS,Common Stock
748,CNY,CHONGQING CONSTRUCTION ENG-A,600939.SS,BBG006G2NB31,XSHG,600939.SS,Common Stock
749,CNY,GITI TIRE CORP-A,600182.SS,BBG000BJRFW7,XSHG,600182.SS,Common Stock
750,CNY,SHANDONG YULONG GOLD-A,601028.SS,BBG0025X27C6,XSHG,601028.SS,Common Stock
751,CNY,CHINA UNIVERSAL CSI 800 ETF,515800.SS,BBG00PWPSPB5,XSHG,515800.SS,ETP
752,CNY,ZHEJIANG SANFER ELECTRIC C-A,605336.SS,BBG00PK1ZCG7,XSHG,605336.SS,Common Stock
753,CNY,CHEMCLIN DIAGNOSTICS CO LT-A,BJCCBZ.SS,BBG00VCVKXX8,XSHG,BJCCBZ.SS,Common Stock
754,CNY,ZHEJIANG LONGSHENG GROUP C-A,600352.SS,BBG000PV98Y9,XSHG,600352.SS,Common Stock
755,CNY,DALIAN PORT PDA CO LTD-A,601880.SS,BBG0018X7BQ6,XSHG,601880.SS,Common Stock
756,CNY,ANHUI SENTAI WPC GROUP SHA-A,1829963D.SS,BBG00XCPRGZ5,XSHG,1829963D.SS,Common Stock
757,CNY,CCB PRINCIPAL CSI 800 ETF,515620.SS,BBG00T5HWWV3,XSHG,515620.SS,ETP
758,CNY,XI'AN TYPICAL INDUSTRIES-A,600302.SS,BBG000DXV0V3,XSHG,600302.SS,Common Stock
759,CNY,HUNAN HESHUN PETROLEUM CO -A,603353.SS,BBG00H1FQCG5,XSHG,603353.SS,Common Stock
760,CNY,GUANGDONG CHAMPION ASIA EL-A,603386.SS,BBG00D0M2FG9,XSHG,603386.SS,Common Stock
761,CNY,XINJIANG SAILIMU MODERN -A,600540.SS,BBG000FL63B1,XSHG,600540.SS,Common Stock
762,CNY,SHANGHAI SAILUN BIO-TECHNO-A,1527308D.SS,BBG00P48KW54,XSHG,1527308D.SS,Common Stock
763,CNY,KRAUSSMAFFEI CO LTD-A,600579.SS,BBG000NYVDQ8,XSHG,600579.SS,Common Stock
764,CNY,ZHEJIANG TIANTAI XIANGHE I-A,603500.SS,BBG00CZB26K2,XSHG,603500.SS,Common Stock
765,CNY,SANY HEAVY INDUSTRY CO LTD-A,600031.SS,BBG000MBPMM0,XSHG,600031.SS,Common Stock
766,CNY,ZHEJIANG STARRY PHARMACEUT-A,603520.SS,BBG006FTGD55,XSHG,603520.SS,Common Stock
767,CNY,BONDEX SUPPLY CHAIN MANAGE-A,1813400D.SS,BBG00VXQVKH0,XSHG,1813400D.SS,Common Stock
768,CNY,JISHI MEDIA CO LTD-A,601929.SS,BBG0029X3CX7,XSHG,601929.SS,Common Stock
769,CNY,RAYTRON TECHNOLOGY CO LTD-A,688002.SS,BBG00NQ2S452,XSHG,688002.SS,Common Stock
770,CNY,E FUND CSI 300 HEALTHCARE ID,512010.SS,BBG00579DK20,XSHG,512010.SS,ETP
771,CNY,HUAFANG LTD CO - A,600448.SS,BBG000BJ4B42,XSHG,600448.SS,Common Stock
772,CNY,YINHUA TRADED MONEY MARKET,511880.SS,BBG004F9S601,XSHG,511880.SS,ETP
773,CNY,XINJIANG TORCH GAS CO LTD-A,603080.SS,BBG00F5CQZB6,XSHG,603080.SS,Common Stock
774,CNY,NINGBO GAOFA AUTOMOTIVE CO-A,603788.SS,BBG006DB60Q2,XSHG,603788.SS,Common Stock
775,CNY,DUZHE PUBLISHING & MEDIA C-A,603999.SS,BBG006FTFWK7,XSHG,603999.SS,Common Stock
776,CNY,GUIZHOU TRANSPORTATION SUR-A,603458.SS,BBG00BVH73L6,XSHG,603458.SS,Common Stock
777,CNY,BLOOMAGE BIOTECHNOLOGY COR-A,688363.SS,BBG00NVCTP29,XSHG,688363.SS,Common Stock
778,CNY,WUXI ZHENHUA AUTO PARTS CO-A,0337872D.SS,BBG00PNQ2VY3,XSHG,0337872D.SS,Common Stock
779,CNY,YINCHUAN XINHUA COMMERCIAL-A,600785.SS,BBG000BN0XS3,XSHG,600785.SS,Common Stock
780,CNY,ROUTON ELECTRONIC CO LTD-A,600355.SS,BBG000BGXH16,XSHG,600355.SS,Common Stock
781,CNY,FUJIAN LONGMA ENVIRONMENTA-A,603686.SS,BBG006D09KR8,XSHG,603686.SS,Common Stock
782,CNY,HUATAI-PB CSI 300 ETF,510300.SS,BBG002VJYM58,XSHG,510300.SS,ETP
783,CNY,SHANGHAI AWINIC TECHNOLOGY-A,1389443D.SS,BBG00Y2KQ7W9,XSHG,1389443D.SS,Common Stock
784,CNY,SHANGHAI JIAODA ONLLY CO L-A,600530.SS,BBG000JKZXG6,XSHG,600530.SS,Common Stock
785,CNY,NINGBO TECHMATION CO LTD-A,603015.SS,BBG006F4CRP1,XSHG,603015.SS,Common Stock
786,CNY,BANGYAN TECHNOLOGY CO LTD-A,1809547D.SS,BBG00VNF5R34,XSHG,1809547D.SS,Common Stock
787,CNY,ANHUI GENUINE NEW MATERIAL-A,603429.SS,BBG00D5T3JL4,XSHG,603429.SS,Common Stock
788,CNY,MACMIC SCIENCE & TECHNOLOG-A,1388743D.SS,BBG00YN9GY17,XSHG,1388743D.SS,Common Stock
789,CNY,CHINA UNITED NETWORK-A,600050.SS,BBG000P7DV30,XSHG,600050.SS,Common Stock
790,CNY,ZHESHANG SECURITIES CO LTD-A,601878.SS,BBG009J6S498,XSHG,601878.SS,Common Stock
791,CNY,KINGCLEAN ELECTRIC CO LTD-A,603355.SS,BBG006DB6180,XSHG,603355.SS,Common Stock
792,CNY,TELLHOW SCI-TECH CO LTD-A,600590.SS,BBG000NKLF48,XSHG,600590.SS,Common Stock
793,CNY,THINKER AGRICULTURAL MACHI-A,603789.SS,BBG006DB5H59,XSHG,603789.SS,Common Stock
794,CNY,NANNING DEPARTMENT STORE-A,600712.SS,BBG000GYN3C2,XSHG,600712.SS,Common Stock
795,CNY,SHANGHAI NEWTOUCH SOFTWARE-A,688590.SS,BBG00BGK16P1,XSHG,688590.SS,Common Stock
796,CNY,GUANGDONG SONGYANG RECYCLE-A,603863.SS,BBG00JKJV875,XSHG,603863.SS,Common Stock
797,CNY,BAOTOU TIANHE MAGNETICS TE-A,1826859D.SS,BBG00X3VLW56,XSHG,1826859D.SS,Common Stock
798,CNY,BOSERA CSI ITL CSM THEME ETF,515920.SS,BBG00YJ630N2,XSHG,515920.SS,ETP
799,CNY,JIANGSU SAINTY CORP LTD-A,600287.SS,BBG000BCCGD7,XSHG,600287.SS,Common Stock
800,CNY,JINGUAN ELECTRIC CO LTD,ZBBNRZ.SS,BBG00VLT3M66,XSHG,ZBBNRZ.SS,Common Stock
801,CNY,NANJING WONDUX ENVIRONMENT-A,688178.SS,BBG00NXBSST5,XSHG,688178.SS,Common Stock
802,CNY,CHINA SATELLITE COMMUNICAT-A,601698.SS,BBG00JNHV5D5,XSHG,601698.SS,Common Stock
803,CNY,XINJIANG GUANNONG FRUIT & -A,600251.SS,BBG000PS2LH3,XSHG,600251.SS,Common Stock
804,CNY,ZHONGRONG DAILY EARNING MMKF,511930.SS,BBG00BKP2T47,XSHG,511930.SS,ETP
805,CNY,CSI BANKS ETF FUND,512820.SS,BBG00LNK6BG5,XSHG,512820.SS,ETP
806,CNY,PA CSI 5-10Y T-BD ACTIVE ETF,511020.SS,BBG00MSJ4V15,XSHG,511020.SS,ETP
807,CNY,ZHEJIANG HAIYAN POWER SYST-A,1314461D.SS,BBG00VFXY0Z6,XSHG,1314461D.SS,Common Stock
808,CNY,TIME PUBLISHING AND MEDIA-A,600551.SS,BBG000P1JXM2,XSHG,600551.SS,Common Stock
809,CNY,HONGTA SECURITIES CO LTD-A,601236.SS,BBG00H5KNL73,XSHG,601236.SS,Common Stock
810,CNY,JIANGSU BIOPERFECTUS TECHN-A,688399.SS,BBG00NZ7PCM7,XSHG,688399.SS,Common Stock
811,CNY,TIANJIN PORT CO LTD-A,600717.SS,BBG000GWCK94,XSHG,600717.SS,Common Stock
812,CNY,SUNSTONE DEVELOPMENT CO LT-A,603612.SS,BBG006G2MZG5,XSHG,603612.SS,Common Stock
813,CNY,BEIJING NORTH STAR CO LTD-A,601588.SS,BBG000CQG8S3,XSHG,601588.SS,Common Stock
814,CNY,GUANGFA CSI 500 ETF,510510.SS,BBG004CYCJ99,XSHG,510510.SS,ETP
815,CNY,SHENZHEN HYMSON LASER INTE-A,688559.SS,BBG00R93T887,XSHG,688559.SS,Common Stock
816,CNY,SHANXI COKING CO LTD-A,600740.SS,BBG000H6RFJ4,XSHG,600740.SS,Common Stock
817,CNY,GANSU DUNHUANG SEED GROUP -A,600354.SS,BBG000CPK6S4,XSHG,600354.SS,Common Stock
818,CNY,NANJING TRANRUNS TECHNOLOG-A,1804744D.SS,BBG00V6NBQC1,XSHG,1804744D.SS,Common Stock
819,CNY,WUXI NEW HONGTAI ELECTRICA-A,603016.SS,BBG006Q97FV3,XSHG,603016.SS,Common Stock
820,CNY,CIB SSE 50 ETF,510860.SS,BBG00Y70KH07,XSHG,510860.SS,ETP
821,CNY,APPOTRONICS CORP LTD-A,688007.SS,BBG00NQLSZR7,XSHG,688007.SS,Common Stock
822,CNY,GUANGDONG HEC TECHNOLOGY H-A,600673.SS,BBG000BG0B33,XSHG,600673.SS,Common Stock
823,CNY,XIAMEN TUNGSTEN CO LTD-A,600549.SS,BBG000MMK922,XSHG,600549.SS,Common Stock
824,CNY,SHANDONG KEHUI POWER AUTOM-A,0476029D.SS,BBG00VSTVZJ5,XSHG,0476029D.SS,Common Stock
825,CNY,CHINAAMC CSI BANKS ETF,515020.SS,BBG00QDCR001,XSHG,515020.SS,ETP
826,CNY,JACK SEWING MACHINE CO LTD-A,603337.SS,BBG008884X63,XSHG,603337.SS,Common Stock
827,CNY,FULLGOAL SHANGHAI GOLD ETF,518680.SS,BBG00VSTQV64,XSHG,518680.SS,ETP
828,CNY,ZHEJIANG HUADA NEW MATERIA-A,605158.SS,BBG00FPBR9H7,XSHG,605158.SS,Common Stock
829,CNY,SHANGHAI ZJ BIO-TECH CO LT-A,688317.SS,BBG00J76D0S2,XSHG,688317.SS,Common Stock
830,CNY,XINING SPECIAL STEEL CO-A,600117.SS,BBG000BZSLQ4,XSHG,600117.SS,Common Stock
831,CNY,NEW CHINA LIFE INSURANCE C-A,601336.SS,BBG00282LY68,XSHG,601336.SS,Common Stock
832,USD,SHANGHAI LINGANG HLDGS COR-B,900928.SS,BBG000BKMQ55,XSHG,900928.SS,Common Stock
833,CNY,YONGHUI SUPERSTORES CO LTD-A,601933.SS,BBG0019J3ZG8,XSHG,601933.SS,Common Stock
834,CNY,BBMG CORPORATION-A,601992.SS,BBG001F43LT1,XSHG,601992.SS,Common Stock
835,CNY,CHINA GEZHOUBA GROUP CO LT-A,600068.SS,BBG000BW2RF8,XSHG,600068.SS,Common Stock
836,CNY,JIANGSU NEW ENERGY DEVELOP-A,603693.SS,BBG00H2R5861,XSHG,603693.SS,Common Stock
837,CNY,ZHEJIANG XINZHONGGANG CLEA-A,1730729D.SS,BBG00PNQ21L3,XSHG,1730729D.SS,Common Stock
838,CNY,HFT CSI COMMERCIAL PAPER ETF,511360.SS,BBG00V2KBJS0,XSHG,511360.SS,ETP
839,CNY,0ARTONG FUJIAN ADVANCED MA-A,1814506D.SS,BBG00W1LB2Z6,XSHG,1814506D.SS,Common Stock
