,currency,description,displaySymbol,figi,mic,symbol,type
0,CNY,ANT GROUP CO LTD-A,688688.SS,BBG00WYFVJX6,XSHG,688688.SS,Common Stock
1,CNY,XINJIANG QINGSONG BUILDIN-A,600425.SS,BBG000PTN841,XSHG,600425.SS,Common Stock
2,CNY,WINGTECH TECHNOLOGY CO LTD-A,600745.SS,BBG000H9LMP2,XSHG,600745.SS,Common Stock
3,USD,SHANG GONG GROUP CO LTD-B,900924.SS,BBG000BK5KY5,XSHG,900924.SS,Common Stock
4,CNY,JIANGSU CHANGSHU AUTOMOTIV-A,603035.SS,BBG006R0D8F8,XSHG,603035.SS,Common Stock
5,CNY,CHINA AMC CSI 300 INDEX ETF,510330.SS,BBG003QK9HK1,XSHG,510330.SS,ETP
6,CNY,YECHIU METAL RECYCLING CHI-A,601388.SS,BBG002C6MV87,XSHG,601388.SS,Common Stock
7,CNY,XUELONG GROUP CO LTD-A,603949.SS,BBG00FZFHKW6,XSHG,603949.SS,Common Stock
8,CNY,GUANGZHOU DEVELOPMENT GRP-A,600098.SS,BBG000BWKC07,XSHG,600098.SS,Common Stock
9,CNY,NORTH CHINA PHARM CO-A,600812.SS,BBG000BKC6P8,XSHG,600812.SS,Common Stock
10,CNY,E FUND CSI 300 ETF,510310.SS,BBG00462LV44,XSHG,510310.SS,ETP
11,CNY,GAN & LEE PHARMACEUTICALS -A,603087.SS,BBG00JRS4QC2,XSHG,603087.SS,Common Stock
12,CNY,ZHEJIANG GREAT SHENGDA PAC-A,603687.SS,BBG00JNHTW58,XSHG,603687.SS,Common Stock
13,CNY,SHANDONG PHARMACEUTICAL - A,600529.SS,BBG000N4N624,XSHG,600529.SS,Common Stock
14,CNY,CHANGZHOU TENGLONG AUTO PA-A,603158.SS,BBG006D09FJ8,XSHG,603158.SS,Common Stock
15,CNY,HANGZHOU ADVANCE GEARBOX-A,601177.SS,BBG000PZGXY7,XSHG,601177.SS,Common Stock
16,CNY,FG CSI HEALTH CARE 50 ETF,515950.SS,BBG00RR75BS5,XSHG,515950.SS,ETP
17,CNY,INNER MONGOLIA FIRST MACHI-A,600967.SS,BBG000PD4F78,XSHG,600967.SS,Common Stock
18,CNY,SHENYANG JINSHAN ENERGY CO-A,600396.SS,BBG000H59KD1,XSHG,600396.SS,Common Stock
19,CNY,HANGZHOU ALLTEST BIOTECH -A,1727544D.SS,BBG00PK2FXY1,XSHG,1727544D.SS,Common Stock
20,CNY,ZHEJIANG XINNENG SOLAR PHO-A,603105.SS,BBG00GNMZ2L4,XSHG,603105.SS,Common Stock
21,CNY,SUNWAY CO LTD-A,603333.SS,BBG002CX7HB2,XSHG,603333.SS,Common Stock
22,CNY,ZHEJIANG LANGDI GROUP CO L-A,603726.SS,BBG006F4CSY9,XSHG,603726.SS,Common Stock
23,CNY,HEBEI JINNIU CHEMICAL INDU-A,600722.SS,BBG000GYJXJ4,XSHG,600722.SS,Common Stock
24,CNY,ORIENT INTERNATIONAL ENTER-A,600278.SS,BBG000BZW9Z6,XSHG,600278.SS,Common Stock
25,CNY,ZHIYANG INNOVATION TECHNOL-A,1388204D.SS,BBG00TSS5X88,XSHG,1388204D.SS,Common Stock
26,CNY,XINJIANG HONGTONG NATURAL -A,605169.SS,BBG00PBQTFN4,XSHG,605169.SS,Common Stock
27,CNY,SUZHOU SHIHUA NEW MATERIAL-A,688093.SS,BBG00T219RH4,XSHG,688093.SS,Common Stock
28,CNY,BOSERA SSE NAT RESOURCE ETF,510410.SS,BBG002Q0DY07,XSHG,510410.SS,ETP
29,CNY,QINGDAO COPTON TECHNOLOGY-A,603798.SS,BBG006FTM216,XSHG,603798.SS,Common Stock
30,CNY,WEST SHANGHAI AUTOMOTIVE S-A,605151.SS,BBG00D1PXM18,XSHG,605151.SS,Common Stock
31,CNY,WOLONG ELECTRIC GROUP CO L-A,600580.SS,BBG000BG01J8,XSHG,600580.SS,Common Stock
32,CNY,SHANGHAI ELIANSY INDUSTRY GR,600836.SS,BBG000BKD695,XSHG,600836.SS,Common Stock
33,CNY,HARBIN XINGUANG OPTIC-ELEC-A,688011.SS,BBG00NRW7GC3,XSHG,688011.SS,Common Stock
34,USD,SH JINJIANG INTL TRAVEL -B,900929.SS,BBG000DLKYB9,XSHG,900929.SS,Common Stock
35,CNY,WAVE CYBER SHANGHAI CO LTD-A,WAVECZ.SS,BBG00XJRTRZ8,XSHG,WAVECZ.SS,Common Stock
36,CNY,GUODIAN NANJING AUTOMATION-A,600268.SS,BBG000DHXMS2,XSHG,600268.SS,Common Stock
37,CNY,FUJIAN RAYNEN TECHNOLOGY C-A,603933.SS,BBG00BS2K6T3,XSHG,603933.SS,Common Stock
38,CNY,INMYSHOW DIGITAL TECH-A,600556.SS,BBG000K203X9,XSHG,600556.SS,Common Stock
39,CNY,GOME TELECOM EQUIPMENT CO-A,600898.SS,BBG000C0B1H2,XSHG,600898.SS,Common Stock
40,CNY,HANGZHOU HONGHUA DIGITAL T-A,AAWRWZ.SS,BBG00363D2X5,XSHG,AAWRWZ.SS,Common Stock
41,CNY,BAODING TIANWEI BAOBIAN-A,600550.SS,BBG000F811L8,XSHG,600550.SS,Common Stock
42,CNY,JIANGSU HENGSHUN VINEGAR I-A,600305.SS,BBG000FKYN37,XSHG,600305.SS,Common Stock
43,CNY,360 SECURITY TECHNOLOGY IN-A,601360.SS,BBG0027SNGH7,XSHG,601360.SS,Common Stock
44,CNY,CCB PRINCIAL MMK ETF-H,511660.SS,BBG00DSN66G3,XSHG,511660.SS,ETP
45,CNY,YIBIN PAPER INDUSTRY CO-A,600793.SS,BBG000BPX5T2,XSHG,600793.SS,Common Stock
46,CNY,ZHEJIANG CHENG YI PHARMACE-A,603811.SS,BBG007PGRT62,XSHG,603811.SS,Common Stock
47,CNY,JIANGSU HENGRUI MEDICINE C-A,600276.SS,BBG000CHFF71,XSHG,600276.SS,Common Stock
48,CNY,KANGDING JINXIN MINING TOU-A,1813063D.SS,BBG00VX95YS5,XSHG,1813063D.SS,Common Stock
49,CNY,AVE SCIENCE & TECHNOLOGY-A,1388745D.SS,BBG00D5KJS90,XSHG,1388745D.SS,Common Stock
50,CNY,CHUNGHSIN TECHNOLOGY GROUP-A,603996.SS,BBG008H1VT03,XSHG,603996.SS,Common Stock
51,CNY,SHENZHEN KINWONG ELECTRONI-A,603228.SS,BBG007KNCHC7,XSHG,603228.SS,Common Stock
52,CNY,WENFENG GREAT WORLD CHAIN-A,601010.SS,BBG000Q83Z48,XSHG,601010.SS,Common Stock
53,CNY,QINGHAI JINRUI MINERAL DEV-A,600714.SS,BBG000DHW608,XSHG,600714.SS,Common Stock
54,CNY,SUNTAR ENVIRONMENTAL TECHN-A,688101.SS,BBG006G0S9N3,XSHG,688101.SS,Common Stock
55,CNY,SHANGHAI WANYE ENTERPRISE -A,600641.SS,BBG000BFZ264,XSHG,600641.SS,Common Stock
56,CNY,SSE CYCLICAL INDUSTRY BOND,511230.SS,BBG00FGT1D78,XSHG,511230.SS,ETP
57,CNY,HEBEI HENGSHUI LAOBAIGAN-A,600559.SS,BBG000PCFJF1,XSHG,600559.SS,Common Stock
58,CNY,ZHEJIANG XCC GROUP CO LTD-A,603667.SS,BBG006G0S2M9,XSHG,603667.SS,Common Stock
59,CNY,BEIJING HAITIAN RUISHENG S-A,1709381D.SS,BBG00NV8GH66,XSHG,1709381D.SS,Common Stock
60,CNY,GUANGDONG MARUBI BIOTECHNO-A,603983.SS,BBG006R0D813,XSHG,603983.SS,Common Stock
61,CNY,ZHEJIANG BOTAI FURNITURE CO,AAOMQZ.SS,BBG00VNHPQM9,XSHG,AAOMQZ.SS,Common Stock
62,CNY,ZHEJIANG SHAPUAISI PHARMAC-A,603168.SS,BBG002N45R97,XSHG,603168.SS,Common Stock
63,CNY,ZHUHAI COSMX BATTERY CO LT-A,0477688D.SS,BBG00Y3NDVV4,XSHG,0477688D.SS,Common Stock
64,CNY,UCLOUD TECHNOLOGY CO LTD-A,688158.SS,BBG00NS28VF1,XSHG,688158.SS,Common Stock
65,CNY,SHANGHAI PROSOLAR RESOURC-A,600193.SS,BBG000BWJN78,XSHG,600193.SS,Common Stock
66,CNY,NANTONG XINGQIU GRAPHITE -A,KMAUBZ.SS,BBG00V75V7L9,XSHG,KMAUBZ.SS,Common Stock
67,CNY,BLACK PEONY CO LTD-A,600510.SS,BBG000JSDXT9,XSHG,600510.SS,Common Stock
68,CNY,SHANGHAI XINTONGLIAN PACKA-A,603022.SS,BBG006KFNG81,XSHG,603022.SS,Common Stock
69,CNY,CHINA RAILWAY TIELONG CONT-A,600125.SS,BBG000C2W8H0,XSHG,600125.SS,Common Stock
70,CNY,HARBIN DONGAN AUTO ENGINE-A,600178.SS,BBG000CCF8T4,XSHG,600178.SS,Common Stock
71,CNY,ANHUI RONDS SCIENCE & TECH-A,1840087D.SS,BBG00XXYKFL7,XSHG,1840087D.SS,Common Stock
72,CNY,SHANGHAI RUNDA MEDICAL TEC-A,603108.SS,BBG006JS3JN4,XSHG,603108.SS,Common Stock
73,CNY,FUJIAN CEMENT INC-A,600802.SS,BBG000BG5FF6,XSHG,600802.SS,Common Stock
74,CNY,CIB CSI FUJIAN 50 ETF,512350.SS,BBG00V2KBCZ7,XSHG,512350.SS,ETP
75,CNY,IKD CO LTD-A,600933.SS,BBG00DJ06JN7,XSHG,600933.SS,Common Stock
76,CNY,HUAAN SECURITIES CO LTD-A,600909.SS,BBG006D4XBN7,XSHG,600909.SS,Common Stock
77,CNY,METALLURGICAL CORP OF CHIN-A,601618.SS,BBG000GCFBB2,XSHG,601618.SS,Common Stock
78,CNY,CHINA FILM CO LTD-A,600977.SS,BBG006NC8005,XSHG,600977.SS,Common Stock
79,CNY,KANGXIN NEW MATERIALS CO L-A,600076.SS,BBG000BJJFP4,XSHG,600076.SS,Common Stock
80,CNY,JIANGSU RONGTAI INDUSTRY C-A,1725511D.SS,BBG00PGD9865,XSHG,1725511D.SS,Common Stock
81,CNY,SHANDONG LUBEI CHEMICAL CO-A,600727.SS,BBG000GZQH80,XSHG,600727.SS,Common Stock
82,CNY,SHANDONG SHIDA SHENGHUA CH-A,603026.SS,BBG006N8C6P9,XSHG,603026.SS,Common Stock
83,CNY,JIC LEASING CO LTD-A,1242330D.SS,BBG00GTT1ND3,XSHG,1242330D.SS,Common Stock
84,CNY,PEOPLE.CN CO LTD-A,603000.SS,BBG002D8H8H9,XSHG,603000.SS,Common Stock
85,CNY,BOC CSI 100 ETF,515670.SS,BBG00T5HWV90,XSHG,515670.SS,ETP
86,CNY,CHINA COAL XINJI ENERGY CO-A,601918.SS,BBG000C4CBY2,XSHG,601918.SS,Common Stock
87,CNY,CAMC CSI NEW ENGY AUTOM ETF,515030.SS,BBG00RR757P7,XSHG,515030.SS,ETP
88,CNY,SUZHOU WEIZHIXIANG FOOD CO-A,1777486D.SS,BBG00R9M7950,XSHG,1777486D.SS,Common Stock
89,CNY,MLOPTIC CORP-A,1388893D.SS,BBG00WLJRRM1,XSHG,1388893D.SS,Common Stock
90,CNY,SHANGHAI MALING AQUARIUS-A,600073.SS,BBG000BHMRD1,XSHG,600073.SS,Common Stock
91,CNY,YIHUA LIFESTYLE TECHNOLOGY-A,600978.SS,BBG000Q6P1Q9,XSHG,600978.SS,Common Stock
92,CNY,CHINA RESOURCES MICROELECT-A,688396.SS,BBG00PKSS0Y2,XSHG,688396.SS,Common Stock
93,CNY,ZHEJIANG WANSHENG CO LTD-A,603010.SS,BBG006D0BPN8,XSHG,603010.SS,Common Stock
94,CNY,CHINA AVIONICS SYSTEMS CO -A,600372.SS,BBG000JLLHP4,XSHG,600372.SS,Common Stock
95,CNY,TONGKUN GROUP CO LTD-A,601233.SS,BBG001LHNQ67,XSHG,601233.SS,Common Stock
96,CNY,CHONGQING FULING ELECTRIC-A,600452.SS,BBG000L3RPN9,XSHG,600452.SS,Common Stock
97,CNY,CHANGCHUN EURASIA GROUP CO-A,600697.SS,BBG000BG3953,XSHG,600697.SS,Common Stock
98,CNY,JIANGSU LIDAO NEW MATERIAL-A,603937.SS,BBG00D8K0Z00,XSHG,603937.SS,Common Stock
99,CNY,SHAANXI SIRUI ADVANCED MAT-A,7970942Z.SS,BBG00YPHTQT0,XSHG,7970942Z.SS,Common Stock
100,CNY,NOVORAY CORP-A,688300.SS,BBG00JNJNFX6,XSHG,688300.SS,Common Stock
101,CNY,SUZHOU RECODEAL INTERCONNE-A,1386239D.SS,BBG00GZQRXK4,XSHG,1386239D.SS,Common Stock
102,CNY,JIANGSU HIGH HOPE INTL GRP-A,600981.SS,BBG000P8F5V2,XSHG,600981.SS,Common Stock
103,CNY,SHANXI HUAXIANG GROUP CO L-A,603112.SS,BBG00PK14PB7,XSHG,603112.SS,Common Stock
104,CNY,HISENSE VISUAL TECH CO LTD-A,600060.SS,BBG000BS6730,XSHG,600060.SS,Common Stock
105,CNY,ZHEJIANG YIMING FOOD CO LT-A,605179.SS,BBG00PK9LJX1,XSHG,605179.SS,Common Stock
106,CNY,XIANGCAI CO LTD-A,600095.SS,BBG000BXCVH4,XSHG,600095.SS,Common Stock
107,CNY,WUHAN DDMC CULTURE & SPORT-A,600136.SS,BBG000BH1B58,XSHG,600136.SS,Common Stock
108,CNY,NANJING INFORM STORAGE EQU-A,603066.SS,BBG006LJ4JV1,XSHG,603066.SS,Common Stock
109,CNY,KINGSEMI CO LTD-A,688037.SS,BBG00PQ3YWB9,XSHG,688037.SS,Common Stock
110,CNY,INNER MONGOLIA JUNZHENG EN-A,601216.SS,BBG001CMJ5P6,XSHG,601216.SS,Common Stock
111,CNY,SPIC YUANDA ENVIRONMENTAL-A,600292.SS,BBG000CM3Q15,XSHG,600292.SS,Common Stock
112,CNY,SOOCHOW SECURITIES CO LTD-A,601555.SS,BBG0029DTSB2,XSHG,601555.SS,Common Stock
113,CNY,KAILUAN ENERGY CHEMICAL CO-A,600997.SS,BBG000PTRSP0,XSHG,600997.SS,Common Stock
114,CNY,SHANGHAI SANMAO ENTERPRISE-A,600689.SS,BBG000BG2W99,XSHG,600689.SS,Common Stock
115,CNY,FULLGOAL CSI BANK ETF,515280.SS,BBG00T5HXQL6,XSHG,515280.SS,ETP
116,CNY,GUANGZHOU LBP MEDICINE SCI-A,688393.SS,BBG0083397X1,XSHG,688393.SS,Common Stock
117,CNY,SINOCELLTECH GROUP LTD-A,688520.SS,BBG00Q9DT4V0,XSHG,688520.SS,Common Stock
118,CNY,DONGZHU ECOLOGICAL ENVIRON-A,603359.SS,BBG00BS2M1Y6,XSHG,603359.SS,Common Stock
119,CNY,ZHUZHOU SMELTER GROUP CO L-A,600961.SS,BBG000PRDCR2,XSHG,600961.SS,Common Stock
120,CNY,BEIJING SYLINCOM TECHNOLOG-A,1838222D.SS,BBG00XTRKDT4,XSHG,1838222D.SS,Common Stock
121,CNY,HUTAIPB CSI SCI TECH 100 ETF,515580.SS,BBG00QDCRDT2,XSHG,515580.SS,ETP
122,CNY,ZHEJIANG MINGTAI DEVELOPME-A,ACRDFZ.SS,BBG00VC70261,XSHG,ACRDFZ.SS,Common Stock
123,CNY,SHUANGLIANG ECO-ENERGY SYS-A,600481.SS,BBG000MWWW26,XSHG,600481.SS,Common Stock
124,CNY,XIANHE CO LTD-A,603733.SS,BBG00G8ZBD61,XSHG,603733.SS,Common Stock
125,CNY,YUNNAN JINGGU FORESTRY CO-A,600265.SS,BBG000BPBK59,XSHG,600265.SS,Common Stock
126,CNY,SHENZHEN GOODIX TECHNOLOGY-A,603160.SS,BBG006G2P0T5,XSHG,603160.SS,Common Stock
127,USD,INNER MONGOLIA EERDUOSI RE-B,900936.SS,BBG000C1LPG7,XSHG,900936.SS,Common Stock
128,CNY,JINGJIN ENVIRONMENTAL PROT-A,603279.SS,BBG00GTT1NH9,XSHG,603279.SS,Common Stock
129,CNY,SUZHOU ZELGEN BIOPHARMACEU-A,688266.SS,BBG00PDZ4FP7,XSHG,688266.SS,Common Stock
130,CNY,TSINGHUA TONGFANG CO LTD-A,600100.SS,BBG000BWQXJ5,XSHG,600100.SS,Common Stock
131,CNY,SUNVOU MEDICAL ELECTRONICS-A,1798169D.SS,BBG00THTXF22,XSHG,1798169D.SS,Common Stock
132,CNY,NANNING CHEMICAL INDUSTRY -A,600301.SS,BBG000F0X3W4,XSHG,600301.SS,Common Stock
133,CNY,AUTEL INTELLIGENT TECHNOLO-A,688208.SS,BBG00BGK1CB3,XSHG,688208.SS,Common Stock
134,CNY,HUAIBEI MINING HOLDINGS CO-A,600985.SS,BBG000NZCX00,XSHG,600985.SS,Common Stock
135,CNY,ICBC CREDIT SUISS CSI300 ETF,510350.SS,BBG00N6SX2V6,XSHG,510350.SS,ETP
136,CNY,BEIJING LEPU DIAGNOSTIC TE-A,1510853D.SS,BBG00YDB1YY3,XSHG,1510853D.SS,Common Stock
137,CNY,AIMA TECHNOLOGY GROUP CO L-A,1631983D.SS,BBG00LBR52F5,XSHG,1631983D.SS,Common Stock
138,CNY,ANHUI PROVINCE NATURAL GAS-A,603689.SS,BBG006NMDWZ9,XSHG,603689.SS,Common Stock
139,CNY,CAITONG SECURITIES CO LTD-A,601108.SS,BBG00BGK03N1,XSHG,601108.SS,Common Stock
140,CNY,SINO-PLATINUM METALS CO-A,600459.SS,BBG000P4TCG8,XSHG,600459.SS,Common Stock
141,CNY,JIANGXI GUOTAI GROUP CO LTD,603977.SS,BBG006HDTXW0,XSHG,603977.SS,Common Stock
142,CNY,BOC INTERNATNL CSI 500 ETF,515190.SS,BBG00TJDRSS6,XSHG,515190.SS,ETP
143,CNY,STAR LAKE BIOSCIENCE CO IN-A,600866.SS,BBG000DJ1VQ5,XSHG,600866.SS,Common Stock
144,CNY,JILIN SINO-MICROELECTRONIC-A,600360.SS,BBG000GV7QB6,XSHG,600360.SS,Common Stock
145,CNY,ZHEJIANG JASAN HOLDING GRO-A,603558.SS,BBG006G2NQP4,XSHG,603558.SS,Common Stock
146,CNY,KEDE NUMERICAL CONTROL CO -A,1804368D.SS,BBG00V57L7R2,XSHG,1804368D.SS,Common Stock
147,CNY,NANJING CHIXIA DEVELOPMENT-A,600533.SS,BBG000BTYFT1,XSHG,600533.SS,Common Stock
148,CNY,SICHUAN ROAD&BRIDGE CO LT-A,600039.SS,BBG000DTC757,XSHG,600039.SS,Common Stock
149,CNY,JIANGXI COPPER CO LTD-A,600362.SS,BBG000P8TXG3,XSHG,600362.SS,Common Stock
150,CNY,SHANGHAI BENEMAE PHARMACEU-A,1386023D.SS,BBG00RRMF782,XSHG,1386023D.SS,Common Stock
151,CNY,CHINA REFORM CULTURE HOLDI-A,600636.SS,BBG000BFYNM1,XSHG,600636.SS,Common Stock
152,CNY,BEIJING XINWEI TECHNOLOGY -A,600485.SS,BBG000BF2RV7,XSHG,600485.SS,Common Stock
153,CNY,GALAXYCORE INC-A,1813966D.SS,BBG00VYY5X65,XSHG,1813966D.SS,Common Stock
154,CNY,SHANGHAI ELECTRIC GRP CO L-A,601727.SS,BBG000QDV7Q4,XSHG,601727.SS,Common Stock
155,CNY,LONGJIAN ROAD & BRIDGE CO-A,600853.SS,BBG000BKDWW2,XSHG,600853.SS,Common Stock
156,CNY,SHANDONG LINGLONG TYRE CO -A,601966.SS,BBG006JP8S73,XSHG,601966.SS,Common Stock
157,CNY,SICHUAN LANGSHA HOLDING CO-A,600137.SS,BBG000C24L00,XSHG,600137.SS,Common Stock
158,CNY,SEC ELECTRIC MACHINERY CO -A,603988.SS,BBG006D0BLT1,XSHG,603988.SS,Common Stock
159,CNY,SWS MU SSE 50 ETF LNCHD FD,510600.SS,BBG00LC0L292,XSHG,510600.SS,ETP
160,CNY,DC MSCI A QULT VAL 100 ETF,515520.SS,BBG00Q3P35P1,XSHG,515520.SS,ETP
161,CNY,SINO MEDICAL SCIENCES TECH-A,688108.SS,BBG00NRW76V4,XSHG,688108.SS,Common Stock
162,CNY,KEHUA HOLDINGS CO LTD-A,603161.SS,BBG00FQJH169,XSHG,603161.SS,Common Stock
163,CNY,CHINA AMC EXPRESS TRADED MMK,511650.SS,BBG00FN8QXB0,XSHG,511650.SS,ETP
164,CNY,CHINA ENTERPRISE CO LTD - A,600675.SS,BBG000BG0D20,XSHG,600675.SS,Common Stock
165,CNY,CHANGJIANG & JINGGONG BUIL-A,600496.SS,BBG000N6RP41,XSHG,600496.SS,Common Stock
166,CNY,CHONGQING TAIJI INDUS GRP-A,600129.SS,BBG000BWT102,XSHG,600129.SS,Common Stock
167,CNY,GUANGDONG FANGYUAN ENVIRON-A,1809225D.SS,BBG00VLSP464,XSHG,1809225D.SS,Common Stock
168,CNY,JIANGSU CHUNLAN REFRIG EQ-A,600854.SS,BBG000BKBHR3,XSHG,600854.SS,Common Stock
169,CNY,JINYU BIO-TECHNOLOGY CO LT-A,600201.SS,BBG000BPJZK1,XSHG,600201.SS,Common Stock
170,CNY,CHINA SPORTS IND GROUP CO-A,600158.SS,BBG000BDJ0K5,XSHG,600158.SS,Common Stock
171,CNY,HANGZHOU SUNYARD SYSTEM -A,600571.SS,BBG000PDRBZ1,XSHG,600571.SS,Common Stock
172,CNY,XINHU ZHONGBAO CO LTD-A,600208.SS,BBG000BXTCP9,XSHG,600208.SS,Common Stock
173,CNY,SHANGHAI MOONS' ELECTRIC C-A,603728.SS,BBG009J323Q6,XSHG,603728.SS,Common Stock
174,CNY,NIUTECH ENVIRONMENT TECHNO-A,688309.SS,BBG00QNT7LD5,XSHG,688309.SS,Common Stock
175,CNY,SHANGHAI TONGJI SCIENCE-A,600846.SS,BBG000BKDLY4,XSHG,600846.SS,Common Stock
176,CNY,ZHEJIANG XINAO TEXTILES IN-A,603889.SS,BBG006D4X774,XSHG,603889.SS,Common Stock
177,CNY,MENGTIAN HOME GROUP INC-A,8018070Z.SS,BBG00VHGQ2K2,XSHG,8018070Z.SS,Common Stock
178,CNY,STATE GRID INFORMATION & C-A,600131.SS,BBG000C1WZ73,XSHG,600131.SS,Common Stock
179,CNY,SHEDE SPIRITS CO LTD-A,600702.SS,BBG000GS2B03,XSHG,600702.SS,Common Stock
180,CNY,XINJIANG YOUHAO GROUP CO L-A,600778.SS,BBG000HS4B64,XSHG,600778.SS,Common Stock
181,CNY,BEIJING SEEYON INTERNET SO-A,688369.SS,BBG00NZ301Q3,XSHG,688369.SS,Common Stock
182,CNY,HUAAN CSI PHARMA SE INX ETF,512120.SS,BBG005MDJXG5,XSHG,512120.SS,ETP
183,CNY,LINHAI COMPANY LTD-A,600099.SS,BBG000BXBTZ0,XSHG,600099.SS,Common Stock
184,CNY,JIANGSU KANION PHARMACEUTI-A,600557.SS,BBG000P52ZV6,XSHG,600557.SS,Common Stock
185,CNY,SHANGHAI HAIXIN GROUP CO-A,600851.SS,BBG000BKDTD0,XSHG,600851.SS,Common Stock
186,CNY,BEIJING GEHUA CATV NETWORK-A,600037.SS,BBG000FDQNY8,XSHG,600037.SS,Common Stock
187,CNY,EAST LAKE HIGH TECH GROUP-A,600133.SS,BBG000BN7NQ0,XSHG,600133.SS,Common Stock
188,CNY,YANGMEI CHEMICAL CO LTD   -A,600691.SS,BBG000BG2Z83,XSHG,600691.SS,Common Stock
189,CNY,FG CSI ITG VEHICLE THEME ETF,515250.SS,BBG00YJ645X9,XSHG,515250.SS,ETP
190,CNY,SHANGHAI ZHONGGU LOGISTICS-A,603565.SS,BBG00NTXWCQ5,XSHG,603565.SS,Common Stock
191,CNY,SHANGHAI SHUIXING HOME TEX-A,603365.SS,BBG00CTV0V04,XSHG,603365.SS,Common Stock
192,CNY,SHANGHAI FUDAN-ZHANGJIANG -A,688505.SS,BBG00P4RCYN7,XSHG,688505.SS,Common Stock
193,CNY,DATANG TELECOM  TECH CO-A,600198.SS,BBG000CDD8M1,XSHG,600198.SS,Common Stock
194,CNY,HARBIN VITI ELECTRONICS CO-A,603023.SS,BBG002ZSQPH3,XSHG,603023.SS,Common Stock
195,CNY,LEYSEN JEWELRY INC-A,603900.SS,BBG006JB6D06,XSHG,603900.SS,Common Stock
196,USD,DAZHONG TRANSPORTATION GRP-B,900903.SS,BBG000BLGXL7,XSHG,900903.SS,Common Stock
197,CNY,SHANXI ANTAI GROUP CO LTD -A,600408.SS,BBG000PMKTF1,XSHG,600408.SS,Common Stock
198,CNY,ANHUI YUANCHEN ENVIRONMENT-A,1795215D.SS,BBG00T4H82G4,XSHG,1795215D.SS,Common Stock
199,CNY,LIAONING SHENHUA HOLDINGS -A,600653.SS,BBG000BFZHJ7,XSHG,600653.SS,Common Stock
200,CNY,WINSAN CHENGDU MEDICAL SCI-A,600767.SS,BBG000BLQLH7,XSHG,600767.SS,Common Stock
201,CNY,TIANJIN CAPITAL ENVIRON-A,600874.SS,BBG000BBNDQ0,XSHG,600874.SS,Common Stock
202,CNY,PA CSI NEW ENERGY AUTOMB ETF,515700.SS,BBG00R6THG33,XSHG,515700.SS,ETP
203,CNY,NANTONG JIANGSHAN AGROCHEM-A,600389.SS,BBG000F6L416,XSHG,600389.SS,Common Stock
204,CNY,HVST CSI ADV MNFC100 STR ETF,515870.SS,BBG00QX251J3,XSHG,515870.SS,ETP
205,CNY,GUANGDONG TIANAN NEW MATER-A,603725.SS,BBG00BGK33P6,XSHG,603725.SS,Common Stock
206,CNY,SUNNY LOAN TOP CO LTD-A,600830.SS,BBG000BKCYM0,XSHG,600830.SS,Common Stock
207,CNY,JIANGZHONG PHARMACEUTICAL-A,600750.SS,BBG000BNH2F7,XSHG,600750.SS,Common Stock
208,CNY,HANGZHOU MDK OPTO ELECTRON-A,1801303D.SS,BBG00TT83SF6,XSHG,1801303D.SS,Common Stock
209,CNY,SIGLENT TECHNOLOGIES CO LT-A,1810189D.SS,BBG00VPCQ455,XSHG,1810189D.SS,Common Stock
210,CNY,XINJIANG XUEFENG SCI-TECH -A,603227.SS,BBG006DG4KK5,XSHG,603227.SS,Common Stock
211,CNY,SHENZHEN VAPEL POWER SUPPL-A,NOAJRZ.SS,BBG00XP26LV8,XSHG,NOAJRZ.SS,Common Stock
212,CNY,HF CSI AI INDUSTRY ETF,515980.SS,BBG00R6THC78,XSHG,515980.SS,ETP
213,CNY,EUROCRANE CHINA CO LTD-A,603966.SS,BBG0079Z6SM5,XSHG,603966.SS,Common Stock
214,CNY,ZHEJIANG FULAI NEW MATERIAL,1809661D.SS,BBG00VNHX4C0,XSHG,1809661D.SS,Common Stock
215,CNY,SOLAREAST HOLDINGS CO LTD-A,603366.SS,BBG002N7TVS4,XSHG,603366.SS,Common Stock
216,CNY,HAINAN AIRLINES HOLDING CO-A,600221.SS,BBG000C4Q3W7,XSHG,600221.SS,Common Stock
217,CNY,CHONGQING RURAL COMMERCIAL-A,601077.SS,BBG00JPVKN18,XSHG,601077.SS,Common Stock
218,CNY,GUANGDONG GREENWAY TECHNOL-A,1806929D.SS,BBG00VD9SPX5,XSHG,1806929D.SS,Common Stock
219,CNY,CLENERGY XIAMEN TECHNOLOGY-A,603628.SS,BBG006QSYZ10,XSHG,603628.SS,Common Stock
220,CNY,WUHAN YANGTZE COMMUNICATIO-A,600345.SS,BBG000BSMTT6,XSHG,600345.SS,Common Stock
221,CNY,BEIJING WANTAI BIOLOGICAL-A,603392.SS,BBG00D70GDJ7,XSHG,603392.SS,Common Stock
222,CNY,LONG YUAN CONSTRUCTION GRO-A,600491.SS,BBG000PMHRH7,XSHG,600491.SS,Common Stock
223,CNY,CHINA SOUTHERN AIRLINES CO-A,600029.SS,BBG000BBDBV9,XSHG,600029.SS,Common Stock
224,CNY,EASTERN COMMUNICATIONS CO-A,600776.SS,BBG000HRCGN7,XSHG,600776.SS,Common Stock
225,CNY,AGRICULTURAL BANK OF CHINA-A,601288.SS,BBG000BWRKM8,XSHG,601288.SS,Common Stock
